Post2,Poste7,Post5,Poste2,Poste3,Poste4
0.800000000000001,0.8,0.8,0.8,0.8,0.8
0.8,0.8,0.8,0.8,0.8,0.8
0.85560751460802,0.800173116400371,0.829902627478526,0.821734724571707,0.808864870775477,0.803397042776457
0.866080654751212,0.800234711746977,0.837693350020355,0.827936726496791,0.811759192865796,0.804568281025399
0.892216140560397,0.800296066370659,0.852113447057448,0.83812249526581,0.815464528761071,0.80586395132035
0.905359711185429,0.800356734977329,0.862489992120331,0.846233610478527,0.818865245033906,0.807113944778568
0.92099803917348,0.800416846610803,0.874026439712185,0.855066400846428,0.822393009525464,0.808373673860891
0.931348580250842,0.800476406051111,0.884056039522756,0.863308214386326,0.825923179117753,0.809635467115271
0.940884916594975,0.800535419447618,0.893717174749903,0.871448288666268,0.829494257630722,0.810901550846701
0.531885023034953,0.200595218387406,0.366003600069095,0.312522813847137,0.237768522373635,0.212753599529857
0.858908719519493,0.799697450518746,0.803311961453791,0.791193347883111,0.788449674613223,0.794511479406173
0.912613310794653,0.800237495657767,0.860405421649564,0.840918191532145,0.813774535664459,0.804846312190785
0.942853099170935,0.800517973650652,0.892476084486836,0.868895695789252,0.827605786775475,0.810328902074889
0.547162444461455,0.200578088862623,0.368352421769317,0.31097189964811,0.235918913043093,0.212213064807871
0.868334985350005,0.79971390901442,0.806651653658846,0.792689664964234,0.789122337916308,0.794842590364731
0.404774904221604,0.200221385708436,0.279252816273749,0.247234782822674,0.213462811778439,0.204568523086836
0.841474120512234,0.799844529012187,0.793363724640923,0.787604211408604,0.79208700713252,0.796899222153091
0.870282936974128,0.800090389181505,0.828675950667364,0.816941155602407,0.805072545301346,0.801818266452618
0.932963148644977,0.800372621068337,0.876819589049348,0.854024297079801,0.820213272700905,0.807470084149835
0.938554960871941,0.800432560559409,0.88703358132079,0.862693381508167,0.823750452086833,0.808724977380838
0.954874888113309,0.800492265298597,0.902320992916103,0.874788649440298,0.828073204711099,0.810100731813517
0.959405656807777,0.800551180749079,0.911290217705833,0.883222147960279,0.831802611015699,0.811386721029066
0.638195355935311,0.200610954497536,0.420133467069199,0.340390616622186,0.241165555756971,0.213317638027908
0.34411688936398,0.199682646013816,0.220321900913096,0.196625311887177,0.188261884379206,0.194299163562759
0.753384108939214,0.799400237810986,0.714673811522596,0.725060857697237,0.766763012866338,0.787734662515431
0.885309906988283,0.800308123524614,0.837697534644933,0.826027858519566,0.812614783744176,0.805570575164537
0.937328160362596,0.800588714190345,0.886188654251545,0.864521757648086,0.828428101647472,0.811349344364541
0.560177694946539,0.200648853373159,0.368615244963246,0.310329154167896,0.237989664556708,0.213473704107095
0.30365267626174,0.199644910524861,0.20540395617461,0.190348221268765,0.187717933596906,0.193882439948223
0.736858897807794,0.799362972677919,0.717383506559426,0.730298859320594,0.767853532150788,0.787451752654949
0.868968532626862,0.800345067950345,0.829935407793815,0.82247470785535,0.812661689014489,0.805956781446876
0.92339322874611,0.800625032598308,0.874592563173515,0.857122990327229,0.82748501176931,0.811600257142929
0.942326862193903,0.800683238345961,0.890851518098968,0.86927258093253,0.831956108736747,0.813042822254125
0.953303559237018,0.800740429756565,0.902120644039581,0.878188563223189,0.835628161100754,0.814331874760038
0.959984520410534,0.800796864366416,0.910660975348852,0.885396559211081,0.838908069919097,0.815546737131432
0.965044310479586,0.800852789355126,0.918271905022304,0.892181913499033,0.842174751314498,0.816763246619684
0.96884019050093,0.800908210849738,0.924974233965385,0.898509303966571,0.84541974696991,0.817981232943853
0.971850468742939,0.80096313548403,0.930976964935803,0.904480118076224,0.848661577031726,0.819203139017424
0.974237942229626,0.801017569477576,0.936301735870191,0.910063766787988,0.851892393408138,0.820429015120608
0.719170035695798,0.201075842016932,0.499328720732745,0.403040882648881,0.269464291369962,0.223573848885882
0.915334971441638,0.799228144552292,0.831600395927327,0.79630632061851,0.774636950796531,0.786444317592005
0.956880034366627,0.800701706928638,0.907925482782417,0.878748497204209,0.832177564656579,0.813078512692831
0.972403387365724,0.800979918926594,0.93347152659999,0.905454288871409,0.847776908509234,0.819105346478327
0.976480952845613,0.801035511844531,0.942445672578362,0.915239708957518,0.85297754889228,0.820753212215965
0.746071444644192,0.201094058304619,0.533227624297201,0.424110337791273,0.272209014121557,0.224092135937498
0.925454150393336,0.799210649437319,0.845629029463351,0.804305418317792,0.774554379099543,0.786176351231349
0.961158874830055,0.800718932946487,0.916679583350629,0.885242427290518,0.833108426530163,0.813355258144551
0.975631399992754,0.800997346459309,0.941370215754338,0.912498525481277,0.849329714045744,0.819498941126564
0.979200208926809,0.801052866903629,0.949804952304575,0.922442998560321,0.854780490382532,0.821182530153884
0.981627780750886,0.801106833530731,0.955045446151866,0.929008669481343,0.858816529911632,0.822549677909406
0.982775924700762,0.801160080797856,0.958616256196218,0.933980839963585,0.862389549890409,0.823835527925295
0.983752885475686,0.801212857219552,0.961554277031586,0.938294437936312,0.865867812460959,0.825119045475059
0.984433705295633,0.801265170110961,0.963972833320382,0.942057268085766,0.86927407681986,0.826404625082585
0.985018117136552,0.801317026228009,0.966044416663803,0.945400511313475,0.872623894934967,0.827694755166054
0.809348242514857,0.201375490382989,0.652774985325617,0.534470684978513,0.306121991943482,0.232525584351273
